"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on May 5, 2022","Amazon Customer","yes","yes","Great customer service","The raised beds were easy to assemble and very sturdy. Shipping was fast. Customer service was great.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R360QKPYB3DD06/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCXGC9","Color: A-silver | Size: D-6x3x2 ft"
"Reviewed in the United States on April 16, 2022","blake brewtonblake brewton","yes","yes","Perfect little garden","Went together quick and easy, the little extras (gloves,weed barrier and tomato cage) were fantastic",5,"https://m.media-amazon.com/images/I/81AVDhAz63L.jpg","-","https://www.amazon.com/gp/customer-reviews/R3PTR191SLQZUP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HBDH8C","Color: A-silver | Size: C-4x3x1 ft"
"Reviewed in the United States on June 2, 2022","Suzanne Hylton-Peck","yes","yes","Can't wait to put in some veggies","Love it",5,"-","-","https://www.amazon.com/gp/customer-reviews/RW6STZ92GVQ3V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HBSQ5M","Color: C-dark Grey Matte | Size: A-6x3x1 ft"
"Reviewed in the United States on May 21, 2022","Rick ","yes","yes","Bent edges, no instructions or nuts and bolts to put it together","This product doesn't really deserve a 1 star rating.  All of the edges are bent.  The metal bends pretty easily, so I used a pliers to partially straighten the metal edges.  There were no instructions provided and there were nuts/bolts to attach the galvanized siding to the frame. There are some sort of plastic supports provided but without the instructions, I'm not sure how to use them.  I would not recommend.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R21K5ISWILTQLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCKBL2","Color: C-dark Grey Matte | Size: F-4x3x2 ft"
"Reviewed in the United States on May 20, 2022","Sandy","yes","yes","Missing bolts and nuts.","Out of the 3 galvanized raised beds, a total of 57 nuts were missing. One bed had no bolts or nuts, 48 missing of each, so $35.00 additional cost for assembling out of my pocket. I believe reimbursement is due! It is easier to assemble with 2-3 people assisting. Once assembled, they are quite nice and sturdy but the fact remains excess cost is unacceptable. How do I get reimbursed?",1,"-","-","https://www.amazon.com/gp/customer-reviews/R39BJ68O9QIOPB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093H98MBQ","Color: A-silver | Size: A-6x3x1 ft"
"Reviewed in the United States on May 19, 2022","Anne K.","-","yes","screw holes on stabilizing bar missing","every stabilizing bar bar had a screw hole on one end and a big hole on the other end and no instructionsI changed review from two star to three as vendor was very responsive to to my issues. Had to be sent the stabilizing bars at least twice.Will try again.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1N61VO6MKONWR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093H98MBQ","Color: A-silver | Size: A-6x3x1 ft"
"Reviewed in the United States on May 12, 2023","semaJ12","yes","-","Sturdy, attractive, and easy to assemble","I am very pleased with the planter and was able to assemble it myself. It is quite large and took a lot of effort to fill but that is to be expected. I live in an area with rock and was unable to grow flowers. I purchased this and planted peonies and lilies. The bulbs haven't sprouted yet but I'm sure I will have years and years of enjoyment. I thought the planter was missing the plant cages and contacted the seller. They were extremely helpful and responsive and sent me them right away only to discover I had received them with the original shipping. I notified them of my error and they graciously allowed me to keep them. I was extremely impressed on how quickly they responded. I will likely be buying a couple more of the smaller ones for my vegetable garden.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3VCFBE4ZRE726/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGND2M55","Color: B-dark Grey | Size: E-8x4x2 ft"
"Reviewed in the United States on May 3, 2023","Craig Carpentier","yes","-","Seems sturdy and easy to put together","I got the 4'x8'x2'Seems sturdy and easy to put together, my only 2 psuedo complaints are that is came with 5 poles to stabalize the middle though there are spots for it. The 2nd is that it came with wing nuts besides the normal nut and bolt set, not sure why and it didn't explain. No big deal it is otherwise a pretty darn good deal for what you get",4,"-","-","https://www.amazon.com/gp/customer-reviews/RP9UNR2W2TMTF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGNCV9LY","Color: A-silver | Size: E-8x4x2 ft"
"Reviewed in the United States on May 21, 2023","R Humphrey","yes","-","Nice planter, easy to assemble","Fairly straight-forward to assemble, looks nice in the garden.  Will see how they do this season, then may purchase additional ones - it's really nice to have the beds elevated!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39AP9G2W7AMDZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B09QC7S9WV","Color: C-dark Grey Matte | Size: D-6x3x2 ft"
"Reviewed in the United States on May 5, 2023","Amazon Customer","yes","-","Great quality","Love how tall and sturdy it is. I ordered two and both were easy to assemble and are waiting for the dirt delivery this weekend before I am ready to plant my veggies. I have shorter beds but they get raided by rabbits. These should prevent those rascally rabbits from getting to my produce.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39YP6WJP6JTIE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGNCV9LY","Color: A-silver | Size: E-8x4x2 ft"
"Reviewed in the United States on June 1, 2023","IMG","yes","-","Ok","Liked it and use for veg garden",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1USSQ4GU4C4NF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCKBL2","Color: C-dark Grey Matte | Size: F-4x3x2 ft"
"Reviewed in the United States on May 31, 2023","mac. mcknight","yes","-","Takes a lot of  dirt to fill it.","Just took a long time to assemble.",5,"-","-","https://www.amazon.com/gp/customer-reviews/REMPJR2Z5GOHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCXGC9","Color: A-silver | Size: D-6x3x2 ft"
"Reviewed in the United States on May 24, 2023","Jerrie Stevens","yes","-","Perfect","I was as it was described,  perfect size for my tomorrow plant's",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1F4WP9CZG3EQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HDM876","Color: A-silver | Size: F-4x3x2 ft"
"Reviewed in the United States on May 25, 2023","Debra fleming","yes","-","Easy gardening","So far love it?",5,"-","-","https://www.amazon.com/gp/customer-reviews/R20JAC3IH0S6SF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGNB9STT","Color: E-green | Size: E-8x4x2 ft"
"Reviewed in the United States on April 27, 2023","Ohio","yes","-","Raised garden","This item is very sturdy and is mostly rust proof.It was quite time consuming to put together but was worth the effort. I would recommend this set up to anyone for garden use. It was delivered on time and was all that was advertised.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R33GBYL4PAYW0P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCXGC9","Color: A-silver | Size: D-6x3x2 ft"
"Reviewed in the United States on May 8, 2023","Whirlingtogaily","yes","-","Good quality and appealing look","Easy to assemble, love the fabric liner -Kurosawa the soil from sliding out from the underside from watering plants or rain. Would happily buy again.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RVAOQCQ23L04W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCKBL2","Color: C-dark Grey Matte | Size: F-4x3x2 ft"
"Reviewed in the United States on May 18, 2023","Amazon Customer","yes","-","Excellent quality","Easy to put together. Well-made highly recommend.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1PZI5YF0SX1RE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGNCV9LY","Color: A-silver | Size: E-8x4x2 ft"
"Reviewed in the United States on April 27, 2023","Amanda JAmanda J","yes","-","Sturdy and looks great","This is exactly what we were looking for.  It is easy to set up and very sturdy.  I love the height to keep the bunnies out of the garden.  Perfect size for my kids garden.",5,"https://m.media-amazon.com/images/I/91ypUcmWnzL.jpg","-","https://www.amazon.com/gp/customer-reviews/RHIZ0YBCFDVV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCKBL2","Color: C-dark Grey Matte | Size: F-4x3x2 ft"
"Reviewed in the United States on May 6, 2023","Jennifer","yes","-","About a month out and still looking good!","Love the color.. fairly easy to put together. Seem sturdy now that spill is in them. Look forward to out above ground gardening.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RSSNOAW8LLLTU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HBSQ5M","Color: C-dark Grey Matte | Size: A-6x3x1 ft"
"Reviewed in the United States on May 5, 2023","M. Moore","yes","-","Very Nice Purchase","Quality is outstanding and no sharp edges.  I was able to plant 6 tomato plants and 4 pepper plants with no issue",5,"-","-","https://www.amazon.com/gp/customer-reviews/RK58IQK8362CU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HCXGC9","Color: A-silver | Size: D-6x3x2 ft"
"Reviewed in the United States on April 19, 2023","Amazon Customer","yes","-","Received quickly-haven't assembled as yet","Haven't assembled it as yet because it hasn't stopped raining for what seems like forever. Did open the package and looked at things and pulled the instructions out of the package. Looks to be fairly easy to assemble. Am looking forward to getting it done within the next week.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R9H85VX2WREJ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGND2M55","Color: B-dark Grey | Size: E-8x4x2 ft"
"Reviewed in the United States on May 20, 2023","Gary Groot","yes","-","Takes two people to assemble","Good product",5,"-","-","https://www.amazon.com/gp/customer-reviews/R12O8BWT2JQ3UA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGND2M55","Color: B-dark Grey | Size: E-8x4x2 ft"
"Reviewed in the United States on May 16, 2023","david theobald","yes","-","Good quality product","Easy to assembleNice quality",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2B2BKXTCR68LD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGNB9STT","Color: E-green | Size: E-8x4x2 ft"
"Reviewed in the United States on April 27, 2023","Nicole TuckerNicole Tucker","yes","-","As expected","I actually bought 2 of them. They were easy to put together and move around. They look great.",5,"https://m.media-amazon.com/images/I/91EudTari3L.jpg","-","https://www.amazon.com/gp/customer-reviews/R1JX32AMUMR9H9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HDM876","Color: A-silver | Size: F-4x3x2 ft"
"Reviewed in the United States on May 9, 2023","Amazon Customer","yes","-","Quality is good","Quality is good",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2O7OKNLFE7T1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HBDH8C","Color: A-silver | Size: C-4x3x1 ft"
"Reviewed in the United States on May 5, 2023","MLM","yes","-","Easy installation","Love my planters for growing veggies",5,"-","-","https://www.amazon.com/gp/customer-reviews/R19FCYGUE80N9T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B093HBSQ5M","Color: C-dark Grey Matte | Size: A-6x3x1 ft"
"Reviewed in the United States on May 22, 2023","Brandon N.","yes","-","Its not 8x4x2","So to start this whole thing took over a month but in the end I will say the company did make it right.I am however writing this review to warm people who may be fooled how I was. The listing says the bed is 8x4x2 after that it then says its 22"" the bed is not 24"" tall as advertised and I was informed by the company this is to ""make it easier for customers to find"" That is bologna. The bed is not 2 ft tall and if you are putting it in a garden full of 2ft tall beds it is very noticeable. As an attempt to fix this issue I was sent out another bed. The second bed of course was also not 2ft tall but it also had paint issues and rust when I opened the box. I ended up throwing the bed away as I live in south Florida and the sun and humidity is not kind to anything.That being said after over a month of back and forth I was given back my money.Now here is the hard part. The one bed I do have is amazing. The build quality the strength everything. Its one of my favorite beds in my entire garden, but lying about its size and then sending me a rusty bubbled bed was sadly enough for me to look elsewhere for my raised beds.If you are looking for raised beds and do not care if they are 24"" tall then these are an incredible option I really wish it was the right height. I will say though check your beds when you get them, you may also get one with bubbling paint and starting to rust and for me its unacceptable for something that is supposed to live its entire life outside. As long as the height doesn't matter to you and you are conscious that it may have some manufacturer defect I would recommend these beds. They are well built easy to assemble and sturdy as all get out once built and filled. I really wish I hadn't had these issues because I would love to make my entire new garden out of these beds I absolutely love the way they look.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RTYDRYQW1Y457/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55","B0BGND2M55","Color: B-dark Grey | Size: E-8x4x2 ft"
